0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
-5.821733,-1.642045,-1.0596582,-0.4572244,0.27246216,4.54744,-0.37723523,14.054634,0.2150932,-6.749534,-1.9165462,0.7072585,-0.19359036,1.0169449,-0.7771661,-0.30453804,-0.48862854,0.089358225,-2.4193327,-0.5198763,-0.43001541,1.7803185,0.0657787,0.16462775,-0.4916777,0.20773694,0.83897036,0.35349327,-0.19807556,1.4476317
-5.131674,-0.7830211,0.105897106,-1.5183687,0.74056315,7.0379543,-1.5694486,19.687471,0.16430396,-10.810135,-6.8465323,0.21905698,-2.9931772,3.2358143,0.03594472,2.607136,-5.4604254,-0.37219208,-2.110776,0.12358974,-0.6167526,-0.14121765,0.8400054,-0.5153963,-1.0372072,0.26790988,0.66706645,0.14947364,-0.42924723,0.30664715
-6.9418497,-1.6650816,-0.11123918,-1.1068649,-0.3337815,7.1677976,-0.83181614,17.466099,0.31504953,-7.246863,-5.07241,0.05069997,-0.5050871,2.4196057,-1.0595164,-0.29313916,-3.1775277,0.48252282,-1.981211,-0.36957675,-0.108170055,-0.31431544,-0.71657753,0.27856278,-1.0422158,1.0611578,0.76494205,-0.3336566,0.20038418,1.1460117
-5.940763,-1.9555652,0.20674294,-1.3379511,-0.4363991,5.498336,-0.1691403,16.09551,-0.41471997,-7.646553,-4.7250347,0.09210798,-0.922324,2.0910144,-0.43919593,0.014891792,-2.9809391,1.5939747,-1.9107044,-0.7318022,-1.5517405,-0.14640982,-0.40920255,-0.46892646,0.5849045,0.011878818,-0.93647933,-0.6135444,-0.39628428,-0.7867823
-6.6165624,-2.1595566,-0.3994458,-1.0792716,-0.08546319,8.088761,0.9389198,17.288465,-0.10603859,-8.9148855,-5.490241,1.2825772,-1.5068315,3.435444,0.055127256,-0.22850747,-3.0023646,0.39499688,-1.1274191,0.4998991,-0.38796285,0.6187458,0.29227814,-0.37818998,-0.9272391,-0.33410358,1.032477,-1.2201598,-0.8237789,0.71633637
-6.3839746,-1.8683596,0.45132717,-1.2319837,-0.025624285,6.040441,-0.05286718,17.93676,-0.5299594,-10.115367,-6.546311,0.60825807,-1.362373,3.307053,-0.9077449,1.5443556,-3.092673,0.7432989,-0.64871264,-0.4779313,0.81239384,-1.0732675,0.8971438,0.13161525,-0.8424958,0.21642013,0.9905449,-0.7612288,-1.1831052,0.071154036
-5.6429725,-1.2120079,-0.61952347,-0.6877654,0.5399792,4.4688153,0.80846345,11.634742,-0.63677657,-7.7791767,-3.9548078,0.07254915,-1.6372741,1.5878896,1.9670707,1.3004847,-2.5884142,-0.3583535,-1.2754438,2.167016,-1.1167455,-0.31107023,-0.52243245,-1.2911456,0.44736534,1.190685,-0.056949895,1.0446637,1.0575708,1.8337587
-6.1785893,-1.4454632,-1.0219059,-0.7607028,0.22826694,8.271924,0.23565996,7.494804,-0.12401292,-6.205623,-3.7556198,-0.59191394,0.20419243,0.54805547,0.7566114,1.3809869,-3.3333213,-0.58969057,-1.2297748,-1.1538857,-0.20604195,-0.09530266,1.1971269,-0.40921336,-0.5526785,-0.37381035,0.31027618,0.25100103,-1.2937882,0.59685385
-7.4745636,-2.0451696,-1.7782991,-1.3869706,0.009907367,8.506064,-0.2991782,7.8321943,-0.119597085,-4.2607937,-2.6416254,0.8037475,-0.5195155,2.2578201,-0.9832025,0.33893216,-2.158916,0.44143414,-1.6236883,-0.10067971,1.0212471,-0.39100578,-0.8530791,-0.9322203,-0.4889398,-0.111322746,0.19052489,0.38518727,-1.297767,1.1734754
-5.998392,-2.1088967,-0.46315637,-1.4768087,0.09734756,7.270018,-1.1855849,17.476,-0.025924444,-8.881759,-6.4385395,1.1527029,-1.269395,3.1049812,-0.054040726,0.9200895,-3.2040505,-0.0153103685,-2.24377,0.73825216,0.9502495,-1.4538292,0.35101092,-0.6301696,-0.3549593,-0.09518863,0.64027816,0.21045469,-0.82626307,1.8931558
-6.18163,-1.9383209,-2.0027378,-0.85258263,-0.35169244,4.6050777,-0.012121153,16.218336,-0.50463617,-10.426873,-4.600707,0.61619604,-2.6480863,3.4108574,1.9596629,1.3385801,-4.761374,-0.13091654,-1.6833229,0.61754084,-0.08515298,-0.96427494,1.4039143,-0.15872283,-0.46484736,-0.2955319,1.2903929,0.2410781,-1.4504429,0.7779192
-6.3365164,-1.3939898,-0.99241126,-1.3617343,0.09699408,7.7701597,-0.623275,17.125433,-0.6508951,-6.141689,-4.835923,-0.5742957,-0.8778822,1.7383298,-1.2827106,-0.46241263,-0.4075537,-0.36058792,-1.0407231,-0.3929391,-0.2279385,-0.13774325,0.27754307,-0.7440452,0.04038862,1.2432724,-0.6845364,-0.5675263,-0.30914596,-0.021711491
-4.730123,-1.4424626,1.1446689,-1.7467752,0.90380526,7.9316025,-0.79998815,19.584246,-0.52941734,-12.885172,-7.599492,1.5141704,-1.5171955,2.991725,-1.3142729,3.9877608,-4.868735,1.6616702,-3.1636987,-0.78924304,-0.9550637,0.03239475,-1.7930517,-0.504928,-0.44551137,-0.08245715,-0.6805103,0.9955981,-0.039604954,0.3284091
-6.7993803,-1.1115506,-0.19917844,-1.4049633,0.43339533,7.6755114,0.04882344,19.020351,0.22171001,-10.463489,-7.439248,1.4310448,-2.028877,5.02463,-0.9297866,1.8357348,-5.5064363,-0.63878196,-2.6729848,0.47254002,0.06128885,0.10212409,-0.05663061,-1.4654436,-0.28531268,0.14623493,-0.09826804,0.4387392,-1.4084545,2.3096428
-7.2538404,-1.8746803,-0.7285131,-0.43237683,-0.038431887,7.188616,-0.21254423,17.503,0.97505605,-6.109143,-5.052659,0.108943164,-1.8614718,2.6708722,0.22153483,0.5280342,-2.9575014,0.41157448,-2.5182672,0.2503181,0.40009195,0.6538446,-0.74689466,-0.6446021,-0.70224214,0.4132743,-0.3264577,0.3395511,-0.30336913,1.2881746
-4.7269573,-1.6752925,2.423442,-1.8290613,0.17321427,5.1747108,-1.3053199,18.097504,-0.53662366,-9.713823,-5.4141984,0.5214528,-1.3586355,0.3792307,0.063034505,2.8796778,-3.3927813,0.1502919,-2.02796,-0.69317985,0.50304556,1.2035838,0.16418706,-0.033321835,0.9272645,-0.14791423,-0.5619182,-0.48269615,-0.043503877,-0.657932
-5.4588847,-2.2168472,-0.27217487,-1.5026768,0.22148342,6.6993465,-1.0001363,17.39145,-0.080327116,-9.475907,-6.3642154,0.05261057,-2.3998675,3.7181873,-0.4751517,1.2298445,-4.4739575,-0.6900845,-2.0204666,0.13940345,-0.3448039,0.2949836,-0.7168602,-1.6391051,-0.8373814,1.2683026,0.049607527,-0.93235546,-0.21852301,0.6939522
-7.49021,-1.7761064,-1.9010307,-0.59255606,0.15494595,6.525679,-0.28972042,18.558977,0.98952,-7.757137,-6.217484,0.47354305,-2.2116077,3.5572078,0.85751545,1.0245708,-2.2046218,0.64707845,-2.09,-0.44485524,-0.6730238,1.5944495,0.19894859,-1.9292127,-1.7595242,-0.32984492,-2.001207,0.96322155,1.2617198,-0.289635
-6.6085005,-1.5088946,0.4847777,-1.7804121,0.22796503,8.224135,-0.89660823,20.170053,-0.1541084,-5.977049,-3.2819147,-0.15204114,-0.46038383,1.153324,-0.36620972,-0.3865646,-1.2369381,-0.8160166,-1.7708132,-0.7035044,1.0418781,-0.15444213,-1.4074612,-0.3467224,-1.1833041,-0.8415235,0.12934254,0.37290636,-0.76784295,-0.18103093
-5.951344,-1.6575358,-0.28787538,-1.2367314,-0.35060105,7.700826,-0.55358547,18.545929,-0.59315604,-9.206743,-6.6572156,0.9134668,-2.0449033,2.6485782,0.26672965,0.53147227,-2.7807639,0.2183911,-1.4189273,-0.5434659,0.31852725,0.11690761,0.37141874,-0.4559536,-1.007273,-0.5924394,-0.304957,0.38317677,-0.24440224,1.0189333
-6.0110626,-2.3424275,0.54162145,-1.4192109,0.6306517,7.191138,-0.85050315,19.14869,-0.1906987,-13.336873,-7.6840234,0.5612581,-2.0851736,3.8120656,-1.2274097,5.2227087,-5.5520577,1.4237791,-1.0637915,-0.3264191,-0.9010542,-0.4090014,0.3701677,-0.39161143,-0.7843454,0.7403853,0.0076016644,1.4673558,-0.8499446,-1.2458818
-6.1529064,-0.69178116,-0.628126,-0.84592474,0.87075096,6.8598037,-0.6961034,20.021175,-0.80928785,-9.142769,-5.3883615,-0.56819475,-0.634913,1.0754949,-0.39215043,0.8286472,-2.6782157,1.155657,-1.495872,-0.72427636,-0.08364351,0.5458793,-0.9875825,-0.83262384,-0.68856204,-0.1840551,-0.78185725,-0.6756288,-0.35906836,-0.48474327
-6.4061184,-0.977892,0.18312043,-0.70981807,-0.20085998,7.0999227,-0.49171898,18.85528,0.038052827,-9.298527,-5.864246,0.8220781,-1.0749544,2.1687999,-1.6210628,1.5490493,-2.4153442,0.5894671,-2.3190296,-1.3748406,0.6993299,0.055850383,-0.16788666,0.086073704,-1.1418045,-0.102293804,-1.2436644,0.9236197,-1.6747619,0.6771611
-5.3468766,-1.3363372,0.3557015,-0.79339725,-0.10599567,5.334493,-1.2460393,18.478577,-0.56221837,-10.315548,-5.5810323,0.28302464,-1.3063262,3.0340607,0.09890785,3.109862,-4.207375,0.07927712,-2.2941222,-0.24965768,0.3044547,-0.8584195,-0.014636107,-0.25213316,0.35271493,0.5325389,-0.41304442,0.8933143,-0.7925909,0.08391311
-4.020422,-2.355544,-0.7581415,-0.9828357,0.92312187,7.0801907,-0.7959579,17.823107,-0.1193543,-10.025774,-5.455229,0.15030813,-1.0325376,1.5367726,-1.0228049,0.31166297,-2.2897494,1.4406377,-2.7662115,0.62934065,-0.63573366,0.88784903,0.10563723,-0.675918,-0.29910287,0.7488395,0.11707205,2.083247,1.3383846,0.29713318
-6.6928153,-2.391257,-1.102442,-1.088019,-0.21405451,6.4667983,-0.24361184,19.367105,-0.24198075,-8.803719,-5.1388144,0.9228175,-1.9604701,3.5901418,0.18833217,1.2496891,-4.2374725,0.31904843,-3.4106433,-0.8059634,-0.10897684,0.7150337,-0.7015302,0.12969467,-1.4630759,0.78454095,-1.0746498,0.06319412,-0.39669895,0.92112607
-7.095148,-1.8707036,-0.8047554,-1.1332248,0.11971358,7.9393144,-1.3281039,16.992683,0.25895852,-6.734552,-3.7344835,0.2501584,-1.0221684,2.2516768,0.3524136,-0.74870026,-2.092663,-0.5604743,-2.2965472,-0.2932465,0.38916624,-1.0045846,-0.10388652,-0.21920392,-0.46080443,-0.25961265,-0.33482918,-0.5759401,-0.2539215,1.4791965
-5.4918222,-1.7269025,3.5508652,-2.732655,-1.3628093,7.92503,-0.7102418,6.6964316,-0.14549454,0.112965934,1.206566,0.4058324,1.0340056,0.024281045,-0.46797585,0.6866157,-1.9026171,-0.7264171,-1.6235616,-0.95616627,2.5520346,-0.6693111,0.12939654,0.78310686,0.67140967,0.8870912,-0.86443186,-0.7225217,-0.60420275,0.64123243
-5.894484,-1.0713634,-2.6345935,-0.052825022,0.5719866,9.149972,-0.4036807,5.158402,0.29327968,-3.9533012,-0.66453075,-1.7350377,2.4736905,-2.3248055,1.1683743,-3.8663197,3.5551722,-0.9097565,0.24256156,0.9074524,0.8989376,0.48540652,0.17232588,0.5064551,-0.74181795,-1.179886,0.22904827,-0.55594164,-0.27081233,1.1470518
-3.2995827,2.4820511,-2.2379186,-1.6758687,11.002003,4.288,-5.4198203,13.338257,-0.25296304,-3.7243319,0.6408098,-2.9575863,-1.0414139,-1.8871211,0.09241069,-3.5664618,-0.0641656,-0.8470994,0.4466164,-1.2928208,2.0772877,-0.90534675,0.4479959,-0.7750271,0.13146044,2.4328847,0.21323417,-1.1847663,0.6506202,2.3176622
-6.511784,-0.5070918,-2.1040332,-0.6323503,-0.14256425,2.214778,0.32691303,7.8377457,-0.34557423,-0.009718008,-1.297051,-1.5471516,1.1135589,-0.018342068,-0.6466568,-0.15636964,-0.59863037,0.11291037,0.9048489,-0.5005866,0.40111133,-0.32846546,-0.7470553,0.53510994,-0.25371394,0.28738502,1.1041151,-0.21872354,0.4578519,0.19635841
-5.812268,-1.4973708,0.37912616,-1.6400636,1.1709785,8.106717,-0.82585424,18.181055,-0.12232141,-8.281561,-5.0809703,-0.2847469,-0.72856003,2.2990398,-0.13630496,0.81489736,-2.4693663,-0.68511444,-1.8556807,-0.8970228,0.15349431,-0.91190904,0.17216858,-0.60359895,-0.5508267,-0.23676364,1.1892719,0.44077802,-0.15035664,-1.0237726
-5.696062,-1.7331568,-1.1056318,-1.1892627,-0.010339205,11.317428,-0.23159993,10.145514,-0.28557098,-10.823553,-4.6311917,1.4235834,-1.1621331,1.1672064,-0.8132191,-1.5165277,0.3829139,1.0287445,-0.5845394,-0.5090938,1.2071121,-0.3181441,-1.0969254,0.19353394,0.3198839,0.25238198,-1.2056524,0.6919264,-0.3127327,-0.30378821
-6.813476,-2.1006088,-0.445462,-1.5921391,-0.4961029,8.427973,-0.69341546,18.006264,-0.13856018,-7.6514,-4.9631977,0.9757994,-1.0997344,2.660035,0.10405784,1.0000534,-2.6052282,0.3204939,-1.1958702,0.49618718,-0.7565032,-0.29598212,0.25753862,0.14955756,-0.6136623,0.48133504,1.0158799,-0.23568022,-0.39976403,1.2905275
-6.522742,-1.8863548,-1.5794735,-0.7992227,-0.6311045,6.5936794,-0.6913874,15.529766,0.75216025,-5.455735,-3.5695107,0.049127623,-1.1670985,2.1434462,-0.95681304,-1.2052742,-2.4368382,-0.59398496,-0.9547554,0.054377317,-0.43202442,1.1925192,0.42909232,-0.25457856,-0.9546496,-0.3036233,-0.82320005,-0.20364797,0.39967635,0.6761764
-7.138534,-1.6438403,-0.94436824,-0.9491494,-0.6145189,9.196727,0.21211557,9.102924,-0.790192,-5.566194,-1.9713398,0.34006625,-0.14732997,1.1279272,-0.4031461,-2.897291,3.1556213,0.44877848,0.8910979,-0.82355833,1.9366919,-0.35497266,-0.4018894,0.5391991,0.031058982,-0.18866087,-0.25681928,-1.2150335,-0.45490897,0.27128068
-6.1824255,-2.0645077,-1.4056814,-0.10142245,-0.74726653,6.9716673,-0.52578014,14.925321,-1.3315159,0.7069442,0.72004175,-1.0917692,0.8744825,-0.92708176,0.22058094,-4.4188285,3.8194237,-0.35052085,0.41094854,-1.296077,0.38047734,-0.6662914,-0.09242444,1.1539396,-1.0309144,-0.74253356,0.077696875,0.11936689,-0.17792673,0.0012815766
-6.128199,-1.9579974,-0.3788841,-1.1412364,0.5886839,6.516762,-1.3178856,17.13095,0.049134962,-6.7538548,-3.5358834,0.23407316,-1.352392,1.5881965,-0.88701236,-0.73221326,-0.66621256,1.4133561,-0.9204774,-0.3328547,0.055289946,-0.58403623,-0.6674921,0.06486593,-1.3517605,0.22534534,0.2975198,0.0077522337,0.22226599,0.50476336
-6.736135,-1.4027457,-1.5723311,-0.8521567,-0.040539745,5.711261,-1.3245084,13.435074,0.78439176,-1.2288842,0.46722764,0.22130005,0.24180199,0.15822762,-0.86323696,-3.619797,0.9479654,-0.46051103,-0.9647618,0.7366139,0.7156633,-0.7359119,-0.2466336,0.9525537,-0.16925389,0.2703547,0.014273482,-1.5875902,-0.010846316,0.75657135
-6.184302,-0.24332362,-1.8487437,-1.6927229,-0.3612753,9.705081,-0.86689615,6.7616844,-0.41856867,-5.221731,-0.7107438,-0.75447136,2.575491,-1.2258347,0.10348144,-1.7293944,-0.114387915,-0.8778458,-1.4069121,-1.037188,1.7146431,-0.73066354,-0.50889903,1.0180027,-0.62073714,0.29147884,-0.9787095,-0.8262493,-1.5473502,0.67494434
-6.343142,-1.3723336,-0.9994992,-0.57795,-0.4789449,6.3842354,-0.4077851,14.492874,0.37609836,-1.4505954,-0.07565134,-0.8205099,1.0363303,-0.762471,-0.17964281,-3.5676188,2.3633106,-0.36595392,-0.52007043,1.0686369,-0.23081076,-0.04336672,-1.7621572,0.37030905,0.59095037,-0.5469568,1.3600321,1.1620594,2.6783388,1.4930757
-7.415573,-0.7150166,-1.3151324,-0.36648005,-0.9691842,7.183429,-0.38852286,14.345129,0.43322954,-1.8216082,-0.18639997,-1.1693467,0.58641857,-0.35383633,0.112050965,-4.0618925,1.909987,-1.1034898,-0.5534995,0.8612895,-0.36214882,0.90362537,-1.0979505,0.2464079,-1.0133835,0.07197499,0.21922073,-0.66479474,0.42729515,0.41126677
-6.0444508,-2.4646807,-1.6078874,-1.3042308,1.3793905,7.160083,-1.0514727,16.958977,-0.3408456,-6.9923744,-4.526708,0.66804415,-1.1564065,1.8423499,-1.902492,0.14499879,-1.946125,1.0632994,-2.355501,0.25417304,-0.19994143,-0.8840642,1.1492616,-1.313305,0.12642267,0.612382,0.321342,0.76778185,-1.1382973,3.0959487
-4.118282,-1.5386128,5.2209954,-1.0229237,-1.0063757,5.322911,-1.5431867,13.30996,0.90539265,-4.551639,-1.1282499,0.73411185,1.0633879,-0.6577492,0.23749037,-3.2769663,-0.62508875,-4.655709,-1.0477037,3.2254646,0.12470741,-1.0002873,-2.6689239,-0.38759893,1.3436341,0.82880855,0.31752157,1.5079923,3.0240119,2.512061
-6.6087303,-1.9017483,-2.5426779,-0.0050963773,-0.95805544,-1.9604417,0.041773513,5.7374835,-0.6802974,0.96957934,-3.6212692,-1.0380979,0.20303877,0.24280724,-0.63286066,-2.4234138,1.5494357,-0.514845,0.2834718,0.16595833,2.69178,-2.6537552,-0.38564187,1.167619,-0.5372738,-0.28994355,0.91094035,-0.8362144,-1.2596287,0.49584785
-5.666039,-0.9510032,-2.2424958,-0.15743515,-0.33402,-1.4841584,0.023275832,6.7353554,-0.58286774,2.0893724,-3.3751402,-3.2039757,1.3021256,-0.85482705,0.23732002,-2.6496596,3.2434387,0.21508184,0.55420506,-0.71059144,3.6846554,-3.4864683,-0.6093207,2.8435385,-1.6238315,-0.36563808,1.2858949,-0.38892385,-1.9399426,-0.48766926
-6.3454385,-1.1771533,-0.18434656,-0.10193615,0.3437925,4.2214303,-1.3232254,13.31151,0.43916404,0.67536616,2.7397132,-0.47482714,2.3240268,-3.7779078,-2.1085641,-3.2969587,3.7949245,-1.4041029,2.4120145,1.188508,0.43914792,1.7425362,-1.9930004,1.537324,0.043419667,0.8756503,-0.054280255,-1.2093368,0.5432273,-1.0898055
-6.395743,-1.631762,-2.2682836,-0.9242052,-0.4164364,7.640946,0.4471234,7.85174,-0.2391963,-2.829968,-1.5778767,-0.15259969,-0.6002452,1.2881309,0.49844313,1.6092156,-3.4866972,-0.002346037,-2.0581775,-1.0536253,1.595902,-0.19091907,-0.7856361,-0.23016734,-0.45551002,-0.4311101,-0.799617,-0.055336952,-0.6711379,0.80158013
-6.793381,-2.0464714,-1.5734148,-1.0766952,-0.6655365,6.86769,-0.78934854,11.532667,0.086137414,1.3884249,1.0795711,-0.747585,0.5546038,-0.94284934,0.7294577,-2.8889885,2.6018865,-0.1844189,-0.2857457,0.81479794,-0.9295117,-1.0754559,1.0617163,-0.7625462,0.2986988,0.22518443,0.99374473,-1.0723026,-0.33721924,0.22971308
-6.7885237,-1.4634801,-1.827501,-0.3908288,-0.32807782,3.7800672,-0.55766547,9.01209,0.5966292,-1.672168,-0.29088226,1.3493588,-0.927177,0.58936477,1.0044231,-2.2950368,0.9239372,-0.23674233,0.1736153,0.43883818,-0.4473175,0.37742034,-0.18154453,0.6404581,-0.7829641,-0.59798414,0.51944894,-0.31373122,-0.2889385,0.20681241
-7.375566,-0.95889974,-1.8602473,-1.0642555,0.009279166,7.568996,-0.20394675,6.806026,-0.45083445,-2.1120512,-0.2621946,0.7622874,-0.29718944,0.026918015,-0.18136601,-3.122614,1.8568909,-0.56182724,-0.10412295,0.14093493,1.5514243,-0.91181,1.2447417,0.3153437,0.48447084,0.01493092,0.9584949,-0.7245198,0.06472982,0.7139717
-7.1599336,-1.5033283,-0.003679309,-0.7833553,0.056566503,5.188454,-0.0517456,11.043323,-0.9302823,-0.500214,-1.9508973,-1.3567824,-0.17157267,0.31906193,1.571166,-2.2074366,2.2618573,-1.3135382,2.5181277,0.0381365,-0.7711922,0.3671614,0.666549,-0.43209407,-0.23560199,-1.0659877,0.4601796,-0.72234625,0.04948501,-0.10219702
-3.4890366,3.204208,-1.6373782,-1.3244408,-2.2842603,1.3063226,0.24037802,7.0167727,0.03360389,-2.1823583,-1.1268134,-1.3642775,-1.9096632,1.8412555,-1.0596952,-1.8580383,-1.850305,-0.19052008,2.2141836,1.7197331,0.6950954,-1.0301406,-0.63340396,-0.59481215,0.088951,0.37232435,1.3774836,0.019819023,-0.6680678,1.1983659
-7.8471775,-1.7198508,-2.3343692,-1.2259282,-0.28546128,8.466534,-0.6794319,5.3646646,0.005427911,-0.47522104,0.86044866,0.15578878,0.2567233,-0.0064726174,-0.17606817,-1.8639305,0.6903545,-0.46095335,-0.071138576,-0.63961774,0.823423,-0.098832324,0.7253598,0.3807537,-0.098985866,-0.10127666,0.14400761,-0.44593138,-0.74670976,1.0002385
-5.7831025,-1.646721,0.22924481,-1.6300185,0.9091456,6.614117,-0.045918044,8.636507,-0.5862888,-2.6486807,-1.8446293,0.24770442,-0.2945199,0.53021854,-0.41581684,2.547386,-1.0953175,0.17422818,1.2183295,0.16735254,0.62401396,-0.49623388,0.22314271,0.35475096,1.6277574,-0.09000452,0.6520449,0.18689635,-0.0572059,-0.019049432
-7.1951275,-2.3605072,-2.6065428,-0.7115496,0.08686845,5.4984484,-0.4360806,12.728345,-0.53428006,-6.194587,-4.2600827,0.98630446,-2.3702664,2.9741375,0.52203923,0.8440781,-2.3757396,0.17426461,-1.9651663,1.108474,-0.28499928,1.200808,0.036946192,-1.4217525,-1.3981217,-0.41045487,-0.090565465,0.6741355,0.60481477,0.06896591
-7.4236665,-2.252223,-0.8890079,-0.7204551,0.03146216,6.4657264,-0.36340967,15.610823,-0.073590145,-4.8808875,-4.094214,-0.29126203,0.22987111,1.8182598,-0.8870755,0.26199692,-1.8696958,0.8686902,-2.174828,0.32662877,-0.98600495,1.2702637,0.16562374,-0.0929962,-0.8767349,0.19468299,-0.21642967,0.36977023,1.2951884,0.8806967
-6.107817,-1.7499413,-2.2069201,-0.51345164,-0.054439377,2.0309415,-0.7409229,9.479084,0.14219503,-0.791949,-0.15491328,-0.2477636,0.5710769,-0.8369595,-0.4146362,-2.9912379,2.8649657,-0.9038506,0.09965646,0.3577048,0.35176116,1.1715654,-0.8818815,1.0709624,0.007253557,0.07993343,-0.018232893,-0.35131183,1.3206555,-0.09352804
-7.599244,-1.8115206,-1.3515596,-1.0486978,-0.42932057,4.487012,-0.6876646,7.540624,0.44004163,4.4878044,1.4799457,-1.4340972,0.66775316,-0.5657808,0.050346114,-4.292274,4.061187,-1.5616332,1.2308578,2.374653,-1.2574457,0.1512128,0.40123495,-0.50606626,-0.26291066,0.26106033,0.7210456,-1.4055796,1.2307111,-0.7812728
-4.983392,-0.15158051,-0.253513,0.84706783,-1.7003436,0.43962845,-0.63930947,6.2115397,1.3201575,-0.8365866,1.2461927,0.9880034,1.2300957,-1.4702228,0.86545503,-3.116792,0.19333,-0.9052523,-0.30700198,-0.58808726,2.1672103,-1.2025157,-0.48670894,2.4856453,-0.1512766,2.2313178,1.8636322,1.955722,3.0757236,1.7535099
